Official Full Name,"Official Symbol
",Gene type,Location,Exon Count,Chromosome,"HPO Term Identifier
","HPO Association
"
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002539,Cortical dysplasia
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000716,Depression
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002376,Developmental regression
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0010850,EEG with spike-wave complexes
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0012378,Fatigue
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002373,Febrile seizure (within the age range of 3 months to 6 years)
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002384,Focal impaired awareness seizure
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0007359,Focal-onset seizure
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002141,Gait imbalance
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0007058,Generalized cerebral atrophy/hypoplasia
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002123,Generalized myoclonic seizure
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002121,Generalized non-motor (absence) seizure
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0010818,Generalized tonic seizure
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002197,Generalized-onset seizure
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0001252,Hypotonia
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002311,Incoordination
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0003593,Infantile onset
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0007730,Iris hypopigmentation
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0003066,Limited knee extension
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000545,Myopia
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000662,Nyctalopia
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0008770,Obsessive-compulsive trait
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0007994,Peripheral visual field loss
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0001763,Pes planus
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0007010,Poor fine motor coordination
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0032036,Reduced contrast sensitivity
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0007663,Reduced visual acuity
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000510,Rod-cone dystrophy
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000575,Scotoma
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000407,Sensorineural hearing impairment
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002360,Sleep disturbance
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0002133,Status epilepticus
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0004684,Talipes valgus
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0100694,Tibial torsion
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0001337,Tremor
adhesion G protein-coupled receptor V1,ADGRV1,protein-coding,5q14.3,91,5,HP:0000572,Visual loss
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001892,Abnormal bleeding
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0012443,Abnormal brain morphology
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0030047,Abnormal lateral ventricle morphology
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0007256,Abnormal pyramidal sign
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002071,Abnormality of extrapyramidal motor function
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001181,Adducted thumb
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000463,Anteverted nares
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0010819,Atonic seizure
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000717,Autism
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002059,Cerebral atrophy
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002312,Clumsiness
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000280,Coarse facial features
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0100543,Cognitive impairment
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0004325,Decreased body weight
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002188,Delayed CNS myelination
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000750,Delayed speech and language development
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0011968,Feeding difficulties
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001371,Flexion contracture
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001290,Generalized hypotonia
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002283,Global brain atrophy
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001263,Global developmental delay
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002240,Hepatomegaly
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000666,Horizontal nystagmus
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000238,Hydrocephalus
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000316,Hypertelorism
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001252,Hypotonia
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002521,Hypsarrhythmia
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0003593,Infantile onset
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0012469,Infantile spasms
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000343,Long philtrum
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000369,Low-set ears
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000256,Macrocephaly
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000252,Microcephaly
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000308,Microretrognathia
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0032794,Myoclonic seizure
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000639,Nystagmus
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000648,Optic atrophy
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002421,Poor head control
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0003645,Prolonged partial thromboplastin time
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002719,Recurrent infections
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000817,Reduced eye contact
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002650,Scoliosis
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001250,Seizure
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000742,Self-mutilation
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0010864,Severe intellectual disability
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0000331,Short chin
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0002360,Sleep disturbance
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0200055,Small hand
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0032792,Tonic seizure
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0003642,Type I transferrin isoform profile
ALG13 UDP-N-acetylglucosaminyltransferase subunit,ALG13,protein-coding,Xq23,35,X,HP:0001417,X-linked inheritance
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0011400,Abnormal CNS myelination
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0012379,Abnormal circulating enzyme concentration or activity
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001284,Areflexia
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0000007,Autosomal recessive inheritance
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001640,Cardiomegaly
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0025336,Delayed ability to sit
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0025335,Delayed ability to stand
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0006597,Diaphragmatic paralysis
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003551,Difficulty climbing stairs
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0033235,Difficulty descending stairs
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0004944,Dilatation of the cerebral artery
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002094,Dyspnea
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0032232,Elevated circulating CK-MB concentration
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0031185,Elevated circulating NT-proBNP concentration
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0031964,Elevated circulating alanine aminotransferase concentration
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003236,Elevated circulating creatine kinase concentration
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:6001008,Elevated urine glucose tetrasaccharide level
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003546,Exercise intolerance
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0000297,Facial hypotonia
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001508,Failure to thrive
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0008872,Feeding difficulties in infancy
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001945,Fever
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003725,Firm muscles
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0008947,Floppy infant
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001288,Gait disturbance
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003324,Generalized muscle weakness
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0000365,Hearing impairment
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0030148,Heart murmur
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002240,Hepatomegaly
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001639,Hypertrophic cardiomyopathy
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001265,Hyporeflexia
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001252,Hypotonia
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0025435,Increased circulating lactate dehydrogenase concentration
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0009051,Increased muscle glycogen content
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001249,Intellectual disability
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001712,Left ventricular hypertrophy
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0032092,Left ventricular outflow tract obstruction
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003690,Limb muscle weakness
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0009805,Low-output congestive heart failure
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0000158,Macroglossia
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001270,Motor delay
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0040329,Multifocal hyperintensity of cerebral white matter on MRI
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001324,Muscle weakness
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001790,Nonimmune hydrops fetalis
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0010471,Oligosacchariduria
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002202,Pleural effusion
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0003701,Proximal muscle weakness
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002205,Recurrent respiratory infections
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:6000088,"Reduced muscle alpha-1,4-glucosidase activity"
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002098,Respiratory distress
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002878,Respiratory failure
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0004887,Respiratory failure requiring assisted ventilation
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002093,Respiratory insufficiency
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002747,Respiratory insufficiency due to muscle weakness
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0011947,Respiratory tract infection
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0033567,Right axis deviation
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0005165,Shortened PR interval
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0011703,Sinus tachycardia
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001744,Splenomegaly
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0002138,Subarachnoid hemorrhage
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0000183,Tongue muscle weakness
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0000020,Urinary incontinence
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0001716,Wolff-Parkinson-White syndrome
alpha glucosidase,GAA,protein-coding,17q25.3,21,17,HP:0011462,Young adult onset
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0007874,Almond-shaped palpebral fissure
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0007018,Attention deficit hyperactivity disorder
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000729,Autistic behavior
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000006,Autosomal dominant inheritance
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000248,Brachycephaly
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0410030,Cleft lip
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000175,Cleft palate
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000490,Deeply set eye
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0002750,Delayed skeletal maturation
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000750,Delayed speech and language development
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0002353,EEG abnormality
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0011968,Feeding difficulties
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000454,Flared nostrils
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0001263,Global developmental delay
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0009890,High anterior hairline
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0001382,Joint hypermobility
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000256,Macrocephaly
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000252,Microcephaly
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0011800,Midface retrusion
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0001270,Motor delay
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000629,Periorbital fullness
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000201,Pierre-Robin sequence
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0008897,Postnatal growth retardation
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0002719,Recurrent infections
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0002650,Scoliosis
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0001250,Seizure
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000322,Short philtrum
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0004322,Short stature
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000319,Smooth philtrum
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000486,Strabismus
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0009928,Thick nasal alae
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000219,Thin upper lip vermilion
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000325,Triangular face
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000122,Unilateral renal agenesis
ankyrin repeat domain 17,ANKRD17,protein-coding,4q13.3,39,4,HP:0000582,Upslanted palpebral fissure
